"fid4","agr","coa.oil.gas","pro","ely.elc","ser","air.wtp.tran"
"68",0,0,0,0,0,0
"69",0,0,0,0,0,0
"70",0,0,0,0,0,0
"71",0,0,0,0,0,0
"72",0,0,0,0,0,0
"73",0,0,0,0,0,0
"74",0,0,0,0,0,0
"263",0,0,0,0,0,0
"264",0,0,0,0,0,0
"265",0,0,0,0,0,0
"1627",0.196185528294392,0.00231499204343818,0.648004372578597,0.182483412394126,10.7194449477678,0.158175884198482
"1628",0.03770497940764,0.0317680281664109,3.83482927584405,1.78990122726671,54.7946993566355,1.01366877177814
"1629",0.0619691758410907,0.000674662341179434,0.33075243024807,0.0609970024133155,5.84355420113156,0.0995640710270229
"1630",0.00815255486433225,0.0106329895095095,1.31271750711055,0.831062851613945,17.465650195796,0.248215628415065
"1631",0.36218229641716,0.000347523645914121,0.535480121211749,0.0654599045113546,9.85482297001281,0.151024283362129
"1632",1.46065955529499,0.0119323207593455,2.25228822031861,0.65779076677738,36.462572674543,0.838760069859487
"1633",0.379165198275802,0.00295068217919287,1.03575173786164,0.236001132795743,17.8912417548755,0.349621360394249
"1634",1.11893808980107,0.00229179296445153,0.83715141312295,0.0864131715146516,14.799214069121,0.383701491549287
"1635",0.357198079773347,0.00128740146746827,0.610880693273558,0.133804050745768,10.6529318023455,0.163975185029117
"1636",0.165561319464093,0.15547014541431,26.975609083977,18.225539974314,400.092003605411,6.49787799100548
"1637",0.392526934842205,0.003311529643883,0.798467670773114,0.17780638535817,13.3059839730989,0.259346342181615
"1638",0.210662972793638,0.000928771481191501,0.577778682235712,0.119388312978634,10.2564126098466,0.156161416574456
"1639",0.172382512714013,0.00130711923688039,0.439479826664716,0.0658230552652625,7.54977204836343,0.118319191133221
"1640",0.47374109647491,0.00291682671233778,0.993712288065296,0.194877113395034,17.0794873058985,0.298985515137717
"1641",0.0492603304253015,0.000982536380241477,0.207239595016153,0.0523505347057285,3.31449131218268,0.0491673989203124
"1642",0.549313703260591,0.00318082797902068,0.824386880377565,0.0903278469991435,13.9101363525077,0.246061565960332
"1643",1.24223341109129,0.0115603693746911,1.63945067550564,0.211264553181511,25.9168287224873,0.620441225205824
"1644",0.378920279471349,0.000841308674955856,0.696725748261411,0.122397924589733,12.5543700815764,0.197880822690239
"1645",0.932405357099527,0.0125178729163241,2.40004484279059,0.813004461075909,38.2555293673491,0.740016848375293
"1646",0.650001425255828,0.00136782481358156,0.820650573264168,0.135982986066874,14.7075889907996,0.30692171823328
"1647",1.16742069829445,0.00719123265272919,2.06760250146518,0.579567841669274,35.0817659887954,0.779171892148721
"1648",0.237070413645688,0.00293860612239854,1.36976859450038,0.600711771422226,23.402897794533,0.396378030408179
"1649",1.2008137899293,0.00312250527068155,0.939141692918624,0.1442772834873,16.2795520413284,0.421381104511347
"1650",0.477757119648644,0.0103057557855013,1.50656916901642,0.347684189904226,23.8420069779976,0.567361888861975
"1651",0.151939991073354,0.00353539652537589,0.49077385910381,0.0448645285899668,7.38518648524261,0.117359478030527
"1652",0.382316461394919,0.000596042310049189,1.21287650986072,0.475921488303163,21.7523488320877,0.337754239760715
