"CNTR_CODE","agr","coa.oil.gas","pro","ely.elc","ser","air.wtp.tran"
"POL",476.419023248505,34.6603275904823,198.982274517914,118.005653335228,1066.23134069115,404.538855993993
"HUN",94.1318415537633,6.8482581629554,39.3153233244375,23.3157974810883,210.668161269547,79.9296116160843
"CZE",23.344373102232,1.69834448171428,9.75006502763846,5.78223762108949,52.2449797673258,52.428
"HRV",25.1786219540661,1.83178933379751,10.5161616584597,6.23656820735403,56.3500501297914,21.3797737364701
"ROU",206.365960329404,15.0134890495561,86.1912857497284,51.1154021700781,461.849430475545,175.230302389108
