"CNTR_CODE","CNTR_NAME","CNTR_CODE_iso2","CNTR_CODE_iso3","CNTR_CODE_Eurostat","NUTS2","NAME","agr","coa.oil.gas","pro","ely.elc","ser","air.wtp.tran"
"NO","Norway","NO","NOR","NO","NO06","Trøndelag",0,0,0,0,0,0
"NO","Norway","NO","NOR","NO","NO09","Agder og Sør-Østlandet",0,0,0,0,0,0
"NO","Norway","NO","NOR","NO","NO0A","Vestlandet",0,0,0,0,0,0
"PL","Poland","PL","POL","PL","PL21","Małopolskie",7.70927000583608,0.933267695176472,21.3219082949226,2.67049231619449,81.3870865993549,18.5858162246441
"PL","Poland","PL","POL","PL","PL22","Śląskie",3.15260921954471,0.569937199491745,11.0207138451523,0.613101082531006,21.1291035159553,5.47381673117864
"PL","Poland","PL","POL","PL","PL41","Wielkopolskie",18.5096437167209,1.19234171006198,24.2506638559708,1.88084349796734,61.357571341727,15.083138719197
"PL","Poland","PL","POL","PL","PL42","Zachodniopomorskie",0.46701308025709,0.132603026307468,3.10827675049786,0.420112443584697,12.6832683329736,2.86447064307339
"PL","Poland","PL","POL","PL","PL43","Lubuskie",4.11109066209597,0.229474212071705,4.46022909052104,0.256054199909474,8.85801690652447,2.30271583800447
"PL","Poland","PL","POL","PL","PL51","Dolnośląskie",3.86682312593131,0.784677674826974,17.1469908844192,1.85014554922469,57.2690054990539,13.3125537103027
"PL","Poland","PL","POL","PL","PL71","Łódzkie",3.7886946101793,0.103881589595742,2.01114998655897,0.110164059920144,3.91186325916156,1.04049574992585
"PL","Poland","PL","POL","PL","PL72","Świętokrzyskie",5.31320173947433,0.12560604720904,2.51624397267465,0.175613797232604,5.94246982252115,1.51374904178025
"PL","Poland","PL","POL","PL","PL81","Lubelskie",8.30624367318817,0.174983157136435,3.53767552290026,0.260296016523608,8.74659070322815,2.21338031544418
"PL","Poland","PL","POL","PL","PL82","Podkarpackie",6.37721647697113,0.575706116737262,11.4151131119585,0.760606851869613,25.4073295599902,6.39314799387953
"PL","Poland","PL","POL","PL","PL84","Podlaskie",0.692895698210228,0.0118512639411696,0.250587473429836,0.0231128462401303,0.750327491599122,0.183538563266378
"PL","Poland","PL","POL","PL","PL91","Warszawski stołeczny",7.23597913669973,1.49087298279586,41.5477690987364,8.0845942557003,236.862933757327,51.5620952916173
"PL","Poland","PL","POL","PL","PL92","Mazowiecki regionalny",12.8836488195999,0.286494889297199,5.74343673573722,0.4019934462188,13.6194326850557,3.47331604396051
"PL","Poland","PL","POL","PL","PL62","Warmińsko-mazurskie",0.0805610807701003,0.00186847447814494,0.038833673898739,0.00332573519846107,0.108440095773624,0.0266439255690279
"PL","Poland","PL","POL","PL","PL63","Pomorskie",1.72702110871019,0.0771370507285663,1.51466922958654,0.0936031664369666,3.19994720167988,0.822923092686286
